song,artist,cluster
Die For Me (feat. Future & Halsey),"Post Malone, Halsey, Future",1
Heaven In Hiding,Halsey,0
Now Or Never,Halsey,0
Angel On Fire,Halsey,0
Sober,Demi Lovato,3
Suicidal Thoughts,"Josh A, Iamjakehill",1
16 Lines,Lil Peep,3
end (stripped.),Jeremy Zucker,3
Supermarket Flowers,Ed Sheeran,3
i can't breathe,Bea Miller,3
Homesick,Dua Lipa,3
i love you,Billie Eilish,3
Six Feet Under,Billie Eilish,3
listen before i go,Billie Eilish,3
Tell Me Why I'm Waiting,Timmies,3
Bruises,Lewis Capaldi,3
In The Party,Flo Milli,4
Oblivion,Grimes,2
Forever,Labrinth,2
Animal,Sir Chloe,3
Play Date,Melanie Martinez,1
Still Don't Know My Name,Labrinth,3
When I Rule the World,LIZ,0
Maniac,Conan Gray,1
Death,"Trippie Redd, DaBaby",0
Ophelia,The Lumineers,3
Stay High - Habits Remix,"Tove Lo, Hippie Sabotage",2
Birthday Suit,Cosmo Sheldrake,3
The Search,NF,4
Chanel,Frank Ocean,3
One Two,Ugly God,1
better off,"Jeremy Zucker, Chelsea Cutler",3
Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",0
Touch,Sleeping At Last,3
I Lost a Friend,FINNEAS,3
Ribs,Lorde,2
Points of View,Abandoning Sunday,3
July,Noah Cyrus,3
Numb,Brennan Savage,3
I'm Sick of Trying,Vaboh,3
STFU,"mansionz, Spark Master Tape",4
HYVÄSTIT,eetu,3
Valo pimeän,Pyhimys,1
Hate Myself,NF,0
I Wanted To Die Alone,Donny,3
weak when ur around,blackbear,3
DEAD TO ME,blackbear,0
slow down my thoughts,Zachary Knowles,3
Mad World (Feat. Michael Andrews),"Gary Jules, Michael Andrews",3
worthless,eli.,1
I'll Always Remember You,Hannah Montana,1
Orange Juice,Melanie Martinez,0
enough,916frosty,3
Mistakes Before I'm Gone,Vaboh,3
Last Night I Accepted Death W Open Arms,"Lil Revive, Darko",3
Moon,Kid Francescoli,2
Hot Rod,Dayglow,1
Summer Luv (feat. Crystal Fighters) - Chrome Sparks Remix,"Whethan, The Knocks, Crystal Fighters, Chrome Sparks",1
Good Nights (feat. Mascolo),"Whethan, Mascolo",4
The Less I Know The Better,Tame Impala,1
Alright,Supergrass,0
Magic In The Hamptons (feat. Lil Yachty),"Social House, Lil Yachty",3
Kill The Lights (with Nile Rodgers) - Audien Remix,"Alex Newell, Jess Glynne, DJ Cassidy, Nile Rodgers, Audien",1
Better,Khalid,3
Youngblood,5 Seconds of Summer,4
Tongue Tied,Grouplove,1
Weekend - Lexxmatiq Remix,"Louis The Child, Icona Pop, Lexxmatiq",1
Amour plastique,Videoclub,3
Why,Bazzi,1
Party People,Vince Staples,1
Caskets,"Party Favor, Njomza, FKi 1st",0
All My Friends (feat. Tinashe & Chance the Rapper),"Snakehips, Tinashe, Chance the Rapper",1
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","Lorde, Khalid, Post Malone, SZA",0
Sunday Best,Surfaces,1
Flaming Hot Cheetos,Clairo,3
Fast Car,"Jonas Blue, Dakota",3
Pretty Girl,Clairo,1
New Flesh,Current Joys,3
Electric Love,BØRNS,0
Lautturi,PMMP,3
Valokuvia,Mamba,0
Jäätä (feat. Marja),"Tuomas Kauhanen, Marja",0
Pintakaasulla,JVG,0
Fuck the World,Pyhimys,3
v!@%#mikko,Pyhimys,1
Salt,Ava Max,1
Life Is Good (feat. Drake),"Future, Drake",4
"Alone, Pt. II","Alan Walker, Ava Max",0
Valo pimeän,Pyhimys,1
Turta,Adi L Hasla,1
Rare,Selena Gomez,1
You should be sad,Halsey,1
Pohjolan pidot (feat. Ilkka Vainio ja Levi-Äijä),"Pasi ja Anssi, Ilkka Vainio, Levi-Äijä",1
Before You Go,Lewis Capaldi,3
Vuonna nolla,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",1
Jos tuut mua vastaan (feat. la haka),"WIL, la haka",0
I Miss Having Sex But At Least I Don't Wanna Die Anymore,Waterparks,1
Peruskeissi,Lauri Haav,4
BLEACH,BROCKHAMPTON,0
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"Megan Thee Stallion, Ty Dolla $ign, Nicki Minaj",1
I BEEN BORN AGAIN,BROCKHAMPTON,4
Pohja laahaa (feat. Kube),"Eevil Stöö, OPA, Pehmee Goo, Kube",4
Can I,Drake,3
Moonlight,Ali Gatie,3
Days Like This (feat. Khalid),"GoldLink, Khalid",1
Focus (feat. 21 Savage),"Bazzi, 21 Savage",1
G Walk (with Chris Brown),"Lil Mosey, Chris Brown",1
GRoCERIES,"Chance the Rapper, TisaKorean, Murda Beatz",4
Haute (feat. J Balvin & Chris Brown),"Tyga, J Balvin, Chris Brown",1
Black Balloons Reprise,"Flying Lotus, Denzel Curry",0
SPEEDBOAT,Denzel Curry,1
Älä Sano,"Le Fvbelos, SHRTY",3
Hope,Jesse Markin,1
Kuolleet kadut (feat. Paperi T),"LIFE, Eevil Stöö, Paperi T",3
Slide (feat. Blueface & Lil Tjay),"French Montana, Blueface, Lil Tjay",0
Emotional (feat. Quavo),"Saweetie, Quavo",4
Good Form (feat. Lil Wayne),"Nicki Minaj, Lil Wayne",1
Confessions of a Dangerous Mind,Logic,0
ADRENALINE,"RONNIE, Sideshow, ibe",1
Hotel Room Service,Pitbull,4
RIP (feat. G-Eazy & Drew Love),"Olivia O'Brien, G-Eazy, Drew Love",0
17,Spencer Barnett,1
Tumbala,Chimbala,0
With You,"Jay Sean, Gucci Mane, Asian Doll",0
Hear Me Calling,Juice WRLD,1
Empty,Juice WRLD,1
I,Lil Skies,3
Name in the Sand,Lil Skies,0
Wake Up,"Egzod, Chris Linton",0
sadboi,JORI SJÖROOS,1
Bank Account,21 Savage,4
Chanel Slides (feat. Kash Doll),"Dreezy, Kash Doll",1
Stressed,"Take A Daytrip, Octavian",1
ATA,"Usher, Zaytoven",0
Let's Get Lost (feat. Devon Baldwin),"G-Eazy, Devon Baldwin",0
False Alarm,The Weeknd,0
First Off (feat. Travis Scott),"Future, Travis Scott",1
Never Stop,Future,4
whoa (mind in awe),XXXTENTACION,2
Mo Bamba,Sheck Wes,1
Watch Me Fall,Lil Xan,0
I've Been Thinking,La Santa Cecilia,3
Runnin' Thru The 7th With My Woadies,"$uicideBoy$, Pouya",4
Man Of The Year,ScHoolboy Q,1
Carrollton,$uicideBoy$,4
2nd Hand,$uicideBoy$,4
Distorted Records,A$AP Rocky,0
Canal St. (feat. Bones),"A$AP Rocky, BONES",4
Electric Body (feat. ScHoolboy Q),"A$AP Rocky, ScHoolboy Q",3
LVL,A$AP Rocky,3
Long Live A$AP,A$AP Rocky,4
Shutdown,Skepta,4
Low,"Mura Masa, Jay Prince",4
Saturne,"Nekfeu, Sneazzy, S.Pri Noir",4
GOLD,BROCKHAMPTON,0
Kilipää steelo,Lauri Haav,1
Campfire,"Aminé, Injury Reserve",4
Chateau,"Jaden, A$AP Rocky",4
Hollywood Whore,Machine Gun Kelly,0
Barbie Doll,Night Lovell,1
Bädäss,"Lauri Haav, Gettomasa",4
Jeesei,"Gettomasa, Paperi T, Lauri Haav",0
Breathe,"CamelPhat, Cristoph, Jem Cooke",0
Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,"Ty Dolla $ign, Future, Rae Sremmurd, Louis The Child",4
Rabbit Hole,"CamelPhat, Jem Cooke",1
The Power,"Duke Dumont, Zak Abel",0
I Feel Ya,"Cheat Codes, Danny Quest, Ina Wroldsen",0
Better Together,"Hayden James, Running Touch",0
Working For It,"ZHU, Skrillex, THEY.",0
Faded,ZHU,0
Somebody,"Sigala, HRVY, Nina Nesbitt",1
Panic Room,"Au/Ra, CamelPhat",1
Oceans,"CAZZETTE, Leo Stannard",0
Turn Me On (feat. Vula),"Riton, Oliver Heldens, Vula",1
Harleys In Hawaii,Katy Perry,0
Teeth,5 Seconds of Summer,0
Midnight Hour with Boys Noize & Ty Dolla $ign,"Skrillex, Boys Noize, Ty Dolla $ign",1
RICKY,Denzel Curry,4
do re mi,blackbear,1
Stay (feat. Njomza & Bipolar Sunshine),"Devault, Njomza, Bipolar Sunshine",3
Sunburn,DROELOE,0
"That's My N**** (with Meek Mill, YG & Snoop Dogg)","Meek Mill, YG, Snoop Dogg",1
Min väg,SINAN,3
Lord Knows (feat. Tory Lanez),"Meek Mill, Tory Lanez",4
Blue Notes,Meek Mill,3
I Follow Rivers - The Magician Remix,"Lykke Li, The Magician",0
Intro,Meek Mill,1
Pray For Me (with Kendrick Lamar),"The Weeknd, Kendrick Lamar",1
Friday Night,Burak Yeter,1
Shameless,The Weeknd,3
Call Out My Name,The Weeknd,1
Hurt You,"The Weeknd, Gesaffelstein",0
Wasted Times,The Weeknd,3
Sign of the Times,Harry Styles,1
Lying Down,Céline Dion,3
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),"Lil Peep, ILOVEMAKONNEN, Fall Out Boy",0
Bad Romance,Lady Gaga,1
gone girl,"iann dior, Trippie Redd",1
No Church In The Wild,"JAY-Z, Kanye West, Frank Ocean, The-Dream",0
Run This Town,"JAY-Z, Rihanna, Kanye West",1
Ni**as In Paris,"JAY-Z, Kanye West",4
Ain't Gonna Die Tonight (feat. Eric Nally),"Macklemore, Eric Nally",0
"The Island, Pt. 1 (Dawn) - Skrillex Remix","Pendulum, Skrillex",0
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,1
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"Jennifer Lopez, Jadakiss, Styles P",1
Crossfire,Stephen,4
Remembering Myself,Stephen,0
Styroxista rakennettu talo,"Pyhimys, Saimaa",3
Kas vain,"Pyhimys, Saimaa",0
Optinen harha (feat. Ellips),"Pyhimys, Saimaa, Ellips",0
Ime huiluu,Gasellit,1
Spaceships,AREA21,0
Glad You Came,AREA21,1
HELP,AREA21,4
We Did It,AREA21,0
Girls,AREA21,4
Wizard,"Martin Garrix, Jay Hardway",2
Golden Pineapple,Jay Hardway,2
EDM Bubble,"Jay Hardway, Mike Cervello",2
Spotless,"Martin Garrix, Jay Hardway",2
No Guidance (feat. Drake),"Chris Brown, Drake",3
Sekaisin Sarasta,Lucas,0
Panini - DaBaby Remix,"Lil Nas X, DaBaby",0
Moonlight,XXXTENTACION,0
T-Shirt,Migos,4
Mercury: Retrograde,Ghostemane,4
Red Roses - LIOHN's Tokyo Drift Remix,"Lil Skies, LIOHN",4
Rip X,Iamjakehill,3
Death Note,"Lil Gnar, Lil Skies, Craig Xen",4
My Last Words,Dax,4
F.N,Lil Tjay,3
DJ Got Us Fallin' In Love (feat. Pitbull),"Usher, Pitbull",0
La La La (feat. Wiz Khalifa),"Dorrough Music, Wiz Khalifa",0
Worth It,YK Osiris,0
3 Nights,Dominic Fike,0
Huuda!,Haloo Helsinki!,0
bad vibes forever,"XXXTENTACION, PnB Rock, Trippie Redd",1
Let Me Know (I Wonder Why Freestyle),Juice WRLD,0
Shotta Flow 3,NLE Choppa,4
Se jonka mä päästin karkuun,Erakossa,1
KIRPPARINARKKARI,ibe,4
KUU-UKKO,ibe,4
Armo,Apulanta,0
TÄN KAA (feat. BIZI),"Cledos, Bizi",1
Made in Italy,"Cledos, Mikael Gabriel",1
Töis (feat. Deezydavid),"Cledos, DeezyDavid",4
BINGO!,"Cledos, TheoFuego",4
Fendi Jeans,Cledos,3
Marvel,"Cledos, Bizi, MD$",1
Vintage Chanel,Cledos,4
Mä,Cledos,1
Swipe,"Cledos, TIPPA, Gracias, MD$, Bizi, Mikael Gabriel",0
Töis,"Cledos, DeezyDavid",4
VOLKSWAGEN,"MELO, ibe",4
Tonnin Stiflat,"ibe, Sexmane, william",4
Paranoidi,ibe,1
39N,ibe,4
EDGY,"ibe, Bizi, MELO",0
Cudi,ibe,0
Kendama,"ibe, TheoFuego",3
Stadi On Kylmä,ibe,0
Ibelius,ibe,3
KERRO MULLE,ibe,0
SUDET,ibe,2
MUOTOKUVA,ibe,0
ONLINE - OFFLINE,ibe,3
NONSENSE,"ibe, Vege",4
Keskusteluja,"ibe, DeezyDavid",0
Rakastuminen,ibe,0
HEI,ibe,4
Oma iTT3s,"ibe, Cavallini & Shrty",0
Vika Päivä,ibe,0
Monologi,ibe,4
Äänii,Mouhous,1
Likaset Vansit,Mouhous,0
Tonight (I'm Lovin' You),"Enrique Iglesias, Ludacris, DJ Frank E",0
Lalala - Remix - [feat. Enrique Iglesias & Carly Rae Jepsen],"Y2K, bbno$, Enrique Iglesias, Carly Rae Jepsen",1
TOES (feat. Lil Baby & Moneybagg Yo),"DaBaby, Lil Baby, Moneybagg Yo",4
We Are Not the Same,Young Roc,3
ORANGE SODA,Baby Keem,4
Fuck It up (feat. Yg),"Kamaiyah, YG",1
Empire State Of Mind,"JAY-Z, Alicia Keys",4
If the World Was Ending - feat. Julia Michaels,"JP Saxe, Julia Michaels",3
Ayy Macarena,Tyga,4
Juicy,"Doja Cat, Tyga",1
Lottery (Renegade),K CAMP,4
Candy,Doja Cat,3
Epäröimättä hetkeekään,"Elastinen, Jenni Vartiainen",0
No Time To Die,Billie Eilish,3
Sukupuuttoon,Nelli Matula,1
Hitaasti,Evelina,1
Physical,Dua Lipa,1
Stupid Love,Lady Gaga,1
death bed (coffee for your head),"Powfu, beabadoobee",3
beibs in the trap,Travis Scott,0
Doubt,Twenty One Pilots,0
Superstar,Jamelia,1
All You Wanna Do,"Six, Aimie Atkinson",4
Tunnel of Love - Remix,"ilyTOMMY, Savage Ga$p",1
No Bitch,Young Curt,4
All The Time 2,Wintertime,3
Did Too Much,Llusion,2
stupid,Tate McRae,0
Stop Snitchin,YG,4
Yes Indeed - Gypsy Woman Mix,Freddo,4
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",4
dork,Sueco,4
Shop,Toby Fox,2
Attention,Todrick Hall,1
Hello?,"Clairo, Rejjie Snow",3
Mr. Clean,Yung Gravy,3
Cha Cha,Freddie Dredd,1
Boys,Lizzo,0
My Way,Queen Key,4
Make You Mine,PUBLIC,1
Shake That,Foe G4ng,4
Pull Up,Luh Kel,1
Wiggle It (feat. City Girls),"French Montana, City Girls",0
Walls Could Talk,Halsey,1
Savage,Famous Ocean & KungFu,4
Doin Too Much,Kash Doll,4
CITY OF ANGELS,24kGoldn,0
Bussin,Tay Money,4
SIX'FO,ZaeHD & CEO,4
Liar,BigKlit,4
Woah,$wave,4
I Touch Myself,Scala & Kolacny Brothers,2
A Pimp Named Slickback,Lakim,2
SLOW DANCING IN THE DARK,Joji,3
Boys Will Be Bugs,Cavetown,3
Daddy (feat. Rich The Kid),"Blueface, Rich The Kid",4
Make His Pockets Hurt,Lil Kayla,1
Face Like a Model,Tre Coast,3
Skeezy Treesh,3NIGMA,4
What If I Told You That I Love You,Ali Gatie,3
Cannibal,Kesha,1
You Broke My Heart Again,"Teqkoi, Aiko",3
Ready or Not,Bridgit Mendler,1
My Heart Went Oops,Tiagz,4
Working Bitch,Ashnikko,0
Boys Ain't Shit,SAYGRACE,0
Førsterekka 2020,"Ringnes-Ronny, DJ FITTE",0
Bad Boy,"Yung Bae, bbno$, Billy Marchiafava",0
Crimewave,Crystal Castles,0
fast,Sueco,4
Lose Control,"MEDUZA, Becky Hill, Goodboys",0
In My Head,Jason Derulo,0
1999 She,Deaton Chris Anthony,0
Vibe,Cookiee Kawaii,4
Mambo No. 5 (a Little Bit of...),Lou Bega,4
All Dat (with Megan Thee Stallion),"Moneybagg Yo, Megan Thee Stallion",4
Cradles,Sub Urban,4
Wait a Minute!,WILLOW,0
Crystal Dolphin,Engelwood,0
Be Gone Thot!,LIL MAYO,1
Can't Take My Eyes off You,"Craymer, AIIVAWN",3
Cartier,"Dopebwoy, Chivv, 3robi",1
Ophelia,The Lumineers,3
Death (feat. DaBaby),"Trippie Redd, DaBaby",0
Double Tap,"Benji Reyes, Oso Faneto",1
No Face No Case,Vinny West,4
Lost Boys,"Christopher Needle, Lil Toe, Bizarre, KAMASUTRA 9G",4
shining on my ex,"bbno$, Yung Gravy",4
Ligma,Billy Marchiafava,4
FML,Arizona Zervas,1
Vibin',Kesh Kesh,0
Tunnel of Love,"ilyTOMMY, Savage Ga$p",2
Opaul,Freddie Dredd,2
Erica,Kid Travis,0
Break My Stride,Matthew Wilder,1
Prom Queen,Beach Bunny,1
Moral of the Story,Ashe,3
American Boy,"Estelle, Kanye West",4
Need Me,J.I the Prince of N.Y,0
HYMYPOIKA,MELO,1
idontwannabeyouanymore,Billie Eilish,3
These Boys,Adam Lambert,1
Lame Niggaz,Asian Doll,4
Love Songs - Bonus,Kaash Paige,3
She,dodie,3
i wanna be your girlfriend,girl in red,3
Here To Stay,Meghan Trainor,3
Falling for Ya,Grace Phipps,2
Trust,Alina Baraz,3
I'll Kill You (feat. Jhené Aiko),"Summer Walker, Jhené Aiko",3
You & I (Nobody in the World),John Legend,3
The Weekend,SZA,3
Hetkeksi,YOUNGHEARTED,3
Love Me Back,Social House,3
Love Of My Life - Remastered 2011,Queen,3
Call Out My Name,The Weeknd,1
Pretty,"Landon Cube, 24kGoldn",0
sex money feelings die,Lykke Li,0
Haunt U,"mysticphonk, Lil Peep",3
Musta Kuva,SAMUEL,0
Fine China,"Future, Juice WRLD",4
The Question,"Mac Miller, Lil Wayne",1
Too Much,"Drake, Sampha",4
The Hills,The Weeknd,0
Teenage Fever,Drake,3
Privilege,The Weeknd,3
Think About Me,dvsn,2
Luving U,6LACK,3
Peace of Mind,PARTYNEXTDOOR,3
December (feat. Luca),"anders, LUCA",3
Lights Out,Nbdy,3
Sä,"TIPPA, Bizi",0
Test & Recognise - Flume Edit,"Seekae, Flume",3
Loukku,Sliki & Hamuelos,0
Lust,Lil Skies,1
Bad For You,Lil Tracy,0
Uusia kaatoi,Konstaog,4
Still Depressed,"Kid Crave, Justin Stone",2
The Take (feat. Chris Brown),"Tory Lanez, Chris Brown",4
Cold World,Teddy,3
For You,Trevor Daniel,0
Without You,"Promoting Sounds, 7ru7h",0
imperfect.,"frzndisciple, XAM",3
THE DEVIL,XAM,3
HELLP,XAM,0
Antisocial,Oz Sparx,4
JUST ME,KILLBOY,0
Splash,"Ty James, unheard",1
WHEREDAFUCC,KILLBOY,0
Cry,Oz Sparx,0
Broken Memories,TheHxliday,3
Nemesis,TheHxliday,3
Still Inside My (feat. Mistery),"Andi, The Mistery",3
So Invisible,Nick Bonin,1
Mistakes,TheHxliday,3
I Can't Sleep,"POORSTACY, iann dior",1
make up,POORSTACY,4
Lucky Me,Vory,3
Yksin Et Ikinä Jää,Adizi X Typelik,4
Thank You [Not So Bad],"VIZE, Felix Jaehn",0
16v,"Cavallini & Shrty, Gettomasa",0
Heart On Ice,Rod Wave,0
Whole Lotta Lovin',"Mustard, Travis Scott",3
All the Time,Zara Larsson,0
Jenny,Studio Killers,1
Old Yeller,Fokin Osk,4
Hardest To Love,The Weeknd,3
Missed You - Bonus Track,The Weeknd,3
Save Your Tears,The Weeknd,1
Until I Bleed Out,The Weeknd,3
After Hours,The Weeknd,0
PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",0
In Your Eyes,The Weeknd,0
FIND MY WAY,DaBaby,0
Toosie Slide,Drake,4
Viaton,MELO,1
16v,"Cavallini & Shrty, Gettomasa",0
Drinking Problem,"Arizona Zervas, 27CLUB",4
BLACKOUT,Lil Kapow,4
Dior,Pop Smoke,4
In The End - Mellen Gi Remix,"Tommee Profitt, Fleurie, Mellen Gi",3
Sori en oo pahoillani,Mouhous,0
Supalonely,"BENEE, Gus Dapperton",1
P2,Lil Uzi Vert,0
WHATS POPPIN,Jack Harlow,4
Heatin Up (feat. Gunna),"Lil Baby, Gunna",4
That Way,Lil Uzi Vert,0
Envy Me,Calboy,4
100k On A Coupe (feat. Calboy),"Pop Smoke, Calboy",0
Before Fame,OBN Dev,4
God Forgive Me,OBN Dev,4
Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),"Quando Rondo, 2 Chainz, A Boogie Wit da Hoodie",1
Imperfect Flower,Quando Rondo,4
Scarred From Love,Quando Rondo,4
Nightmares (feat. Lil Skies),"Yung Pinch, Lil Skies",1
20 Years Later,Yung Pinch,0
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna",0
No Front,Comethazine,0
All Star (with Lil Tjay),"Lil Tecca, Lil Tjay",0
Diva (feat. Lil Tecca),"The Kid LAROI, Lil Tecca",0
Slide,Sada Baby,4
Like That,YSN Flow,1
No Go,Young Nudy,4
Number 1 (feat. Landon Cube),"Yung Pinch, Landon Cube",4
Drip Jacker,"Lil Keed, Lil Yachty, Zaytoven, Lil Gotit",4
Overdue (with Travis Scott),"Metro Boomin, Travis Scott",3
90210 (feat. Kacy Hill),"Travis Scott, Kacy Hill",0
pick up the phone,"Young Thug, Travis Scott",0
Pornography,Travis Scott,1
Wasted (feat. Juicy J),"Travis Scott, Juicy J",4
Skechers,DripReport,3
They Call Me Tiago (Her Name Is Margo),Tiagz,2
Special (feat. Offset and Solo Lucci),"Young Thug, Offset, Solo Lucci",4
Monster,Lady Gaga,0
Freaking Out The Neighborhood,Mac DeMarco,0
Are You Bored Yet? (feat. Clairo),"Wallows, Clairo",0
To Be So Lonely,Harry Styles,3
Walked In,Ultradiox,4
Pew Pew Pew,Auntie Hammy,4
Astronomia,"Vicetone, Tony Igy",2
Breaking Me,"Topic, A7S",4
This City,Sam Fischer,3
I'm Sorry,Swell,4
Bust It Open,Lil Wil,1
Get Up (feat. Chamillionaire),"Ciara, Chamillionaire",0
223's (feat. 9lokknine),"YNW Melly, 9lokknine",4
Trust,Brent Faiyaz,3
Glitter,BENEE,1
Psycho!,MASN,3
Big Girls Don't Cry (Personal),Fergie,1
Dirty Dancer,"Enrique Iglesias, Usher",1
Love Me Like You,Little Mix,1
3:15,Bazzi,1
Let Me Down Slowly,Alec Benjamin,3
Tears (feat. Louisa Johnson),"Clean Bandit, Louisa",0
My Life Is A Party - Radio Edit,ItaloBrothers,4
MEGATRON,Nicki Minaj,4
GTA San Andreas Theme (Remake),Ben Morfitt (SquidPhysics),1
Epic Sax,JR Serpent,2
Burnin' N' Itchin' - Ryanning Remix,"Lovely Peaches, Ryanning",4
ok boomer,"Peter Kuli, Jed Will",4
Fuck You Bitch,Wheeler Walker Jr.,1
Hentai,S3RL,4
Seinfeld,Charlie's Angels,2
Gas Pedal,"Sage The Gemini, Iamsu!",1
"My Neck, My Back",Khia,0
Get Low,"Ying Yang Twins, Lil Jon & The East Side Boyz",1
Don't Talk to Me,"Cal Chuchesta, Fellatia Geisha",4
Hey You There,Soulja Boy,4
Never Gonna Give You Up,Rick Astley,1
"Livin' in the Sunlight, Lovin' in the Moon Light",Tiny Tim,3
Why You Always Lying?,Nicholas Fraser,1
Love$ick (feat. A$AP Rocky),"Mura Masa, A$AP Rocky",0
KOD,J. Cole,1
What You Want,"Belly, The Weeknd",4
Shoota (feat. Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",4
Over Now,Post Malone,0
VIRAALI,ibe,4
Try Me,The Weeknd,3
1942 (feat. Yo Gotti & YBN Nahmir),"G-Eazy, Yo Gotti, YBN Nahmir",4
Bored,Billie Eilish,3
when the party's over,Billie Eilish,3
what are you so afraid of,XXXTENTACION,3
Losin Control,Russ,3
Kauas,Le Fvbelos,1
Kaikki On Hyvin,Paperi T,3
Karma - Skit,Juice WRLD,3
Moon & Stars (feat. Maggie Lindemann),"$NOT, Maggie Lindemann",3
Father Stretch My Hands Pt. 1,Kanye West,1
Lovefool,twocolors,1
you broke me first,Tate McRae,3
Leave Em Alone,"Quality Control, Layton Greene, Lil Baby, City Girls, PnB Rock",4
Kokonaan,Le Fvbelos,1
Girls in the Hood,Megan Thee Stallion,4
TROLLZ (with Nicki Minaj),"6ix9ine, Nicki Minaj",4
Bankrupt,Cuban Doll,4
Clout Chasin',City Girls,4
PUNANI,6ix9ine,4
Vastuu,"Turisti, MELO, KC",4
Pretty Girls,iann dior,1
Lying (feat. Lil Tjay),"PRETTYMUCH, Lil Tjay",0
Ghost Town,"Kanye West, PARTYNEXTDOOR",0
After Hours,The Weeknd,0
Hiljaa,"Le Fvbelos, SHRTY",4
Sick and Tired (ft. Machine Gun Kelly and Travis Barker),"iann dior, Machine Gun Kelly, Travis Barker",1
Hurts So Good,Astrid S,0
Don't Wanna Breathe,Kodak Black,0
Candy (feat. Trippie Redd),"Machine Gun Kelly, Trippie Redd",0
Rose Colored Glasses,Kelly Rowland,0
Not Friendly,Flo Milli,1
3 Musketeers,"NextYoungin, ppcocaine",1
Tap In,Saweetie,4
Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),"Mozzy, Iamsu!, Yo Gotti, DeJ Loaf",0
Cocky Af,Megan Thee Stallion,4
Act Up,City Girls,4
Hi Bich,Bhad Bhabie,3
Rules,Doja Cat,1
Big Booty (feat. Megan Thee Stallion),"Gucci Mane, Megan Thee Stallion",1
Hot Girl,Megan Thee Stallion,4
Let Me Blow Ya Mind,"Eve, Gwen Stefani",0
Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",4
Money Good,Megan Thee Stallion,4
Check,Meek Mill,4
Collard Greens,"ScHoolboy Q, Kendrick Lamar",1
Violent Crimes,Kanye West,4
In My Room,Frank Ocean,2
4EVER,Clairo,0
Daddy Issues,The Neighbourhood,3
Devil In A New Dress,"Kanye West, Rick Ross",0
Nights,Frank Ocean,3
Pound Cake / Paris Morton Music 2,"Drake, JAY-Z",4
Scared Of Love,Juice WRLD,0
I'll Be Fine,Juice WRLD,1
What You Know Bout Love,Pop Smoke,4
Drip Like ME,Kenndog,4
Put Your Records On,Ritt Momney,3
Daisy,Ashnikko,1
Lets Link,WhoHeem,0
Eyes Blue Like The Atlantic,"Sista Prod, Subvrbs",4
Pull Up,LMB DG,3
New Thang,Redfoo,1
Forever After All,Luke Combs,1
Deep End,Fousheé,3
Said Sum (feat. City Girls & DaBaby) - Remix,"Moneybagg Yo, City Girls, DaBaby",4
THICK,"DJ Chose, Beatking",4
Train Wreck,James Arthur,3
Promiscuous,"Nelly Furtado, Timbaland",0
Canceled,Larray,4
Backyard Boy,Claire Rosinkranz,4
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,1
Space Cadet (feat. Gunna),"Metro Boomin, Gunna",3
Mood (feat. iann dior),"24kGoldn, iann dior",0
PRACTICE,DaBaby,4
Whole Lotta Choppas,Sada Baby,1
Upside Down,JVKE,1
E-GIRLS ARE RUINING MY LIFE!,"CORPSE, Savage Ga$p",1
Funny Thing,Thundercat,2
Lemonade,"Internet Money, Gunna, Don Toliver, NAV",0
Capitalize Off Pain,Big $tunt,4
Ya Digg,Frostydasnowmann,4
Arcade,Duncan Laurence,3
Mad at Disney,salem ilese,1
What a Feeling,One Direction,0
UP LIKE AN INSOMNIAC - Freestyle,XXXTENTACION,4
Ex Bitch,XXXTENTACION,3
UGLY,XXXTENTACION,3
Судно (Борис Рижий),Molchat Doma,2
worldstar money (interlude),Joji,2
