song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
What About Love,Austin Mahone,0.632,0.784,2,-7.457,1,0.0393,0.000157,3.6e-05,0.037,0.278,100.019
Company,Justin Bieber,0.59,0.797,4,-4.901,0,0.0614,0.132,0.0,0.0846,0.425,94.948
Me Ollaan Runo,Anna Puu,0.534,0.802,2,-5.139,1,0.0348,0.00637,0.00102,0.0964,0.634,156.016
Mark My Words,Justin Bieber,0.383,0.256,0,-8.572,1,0.0332,0.88,2.69e-06,0.169,0.519,114.188
Underdogs,Benjamin,0.729,0.768,1,-4.842,0,0.0403,0.0386,3.32e-06,0.0269,0.679,92.992
Baby I,Isac Elliot,0.552,0.844,1,-6.814,1,0.0367,0.0482,0.0,0.0863,0.843,140.02
We're In Heaven (feat. J-Malik) - Radio Edit,"Bryce, J-Malik",0.651,0.88,0,-2.396,0,0.0361,0.012,1.96e-05,0.776,0.554,127.999
Vihaajat vihaa (feat. Kalle Kinos),"Cheek, Kalle Kinos",0.708,0.845,5,-6.877,0,0.272,0.0601,0.0,0.188,0.671,95.005
Do What You Want with My Body,DJ Martin ElectroSpin,0.779,0.771,1,-7.274,0,0.0459,0.0278,7.29e-05,0.0971,0.423,97.479
Chilii (feat. SINI YASEMIN),"Raappana, SINI YASEMIN",0.797,0.73,5,-4.603,0,0.0409,0.118,0.0,0.134,0.769,105.047
Spell On Me,Adelén,0.774,0.685,10,-4.027,0,0.13,0.0394,3.91e-06,0.0783,0.452,117.987
Now Your Gone,Real Deal,0.526,0.817,9,-6.41,0,0.225,0.0146,0.0,0.498,0.508,141.456
Best når jeg er full,Robin og Bugge,0.675,0.892,1,-4.149,1,0.0934,0.0284,0.0,0.536,0.644,129.988
We Own The Night,The Wanted,0.547,0.939,11,-4.052,1,0.131,0.00591,0.0,0.227,0.557,103.933
Just Can't Let Her Go,Isac Elliot,0.626,0.81,11,-4.835,0,0.0656,0.0186,0.0,0.238,0.616,97.01
"Day One (feat. Big L, A.G., Lord Finesse, & O.C.)","Diamond D, Big L, A.G., Lord Finesse,, O.C",0.806,0.613,9,-11.08,0,0.372,0.0545,0.0,0.129,0.688,91.497
Ambitionz Az A Ridah,2Pac,0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279
Gangsta Nation,Westside Connection,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05
All Eyez On Me,2Pac,0.873,0.719,1,-5.948,1,0.248,0.03,0.0,0.333,0.858,93.281
Real Muthaphuckkin G's,Eazy-E,0.735,0.797,11,-4.611,0,0.285,0.0174,0.0,0.62,0.731,170.444
Back That Azz Up,"Juvenile, Lil Wayne, Mannie Fresh",0.752,0.82,2,-3.35,0,0.257,0.0339,0.0,0.0998,0.528,191.685
Gettin' It,Too $hort,0.902,0.411,1,-5.311,1,0.217,0.176,0.0,0.119,0.667,84.07
Crush on You,Lil' Kim,0.827,0.635,11,-6.77,0,0.251,0.278,0.000119,0.109,0.766,88.87
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,"Eiffel 65, Gabry Ponte",0.822,0.969,7,-11.471,0,0.0582,0.259,0.000153,0.39,0.765,128.007
L'Amour Toujours,Gigi D'Agostino,0.617,0.728,7,-7.932,1,0.0292,0.0328,0.0482,0.36,0.808,139.066
It Wasn't Me,"Shaggy, Rik Rok",0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759
Get A Way,Maxx,0.852,0.864,2,-10.131,1,0.0387,0.0334,0.0239,0.0525,0.603,132.999
Mr. Vain - Original Radio Edit,Culture Beat,0.703,0.997,9,-7.666,0,0.0399,0.0726,0.0235,0.123,0.391,132.872
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,0.706,0.893,10,-4.355,0,0.0449,0.0449,1.04e-06,0.301,0.611,108.006
Forgot About Dre,"Dr. Dre, Eminem",0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974
It's Gonna Be Me,*NSYNC,0.644,0.874,0,-4.666,0,0.0801,0.0459,2.24e-06,0.0584,0.882,165.09
"Rhythm Is A Dancer - 7"" Edit",SNAP!,0.794,0.756,9,-11.331,0,0.0343,0.251,0.000611,0.122,0.759,124.25
Freed From Desire,Gala,0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99
Can't Nobody Hold Me Down (feat. Mase),"Diddy, Mase",0.928,0.771,3,-5.935,0,0.251,0.102,1.07e-05,0.338,0.679,93.987
Smells Like Teen Spirit,Nirvana,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"Pras, Ol' Dirty Bastard, Mýa",0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931
I Will Always Love You - Film Version,Whitney Houston,0.343,0.281,4,-9.534,1,0.0368,0.605,0.000296,0.0951,0.121,133.454
Genie In a Bottle,Christina Aguilera,0.627,0.8,1,-6.945,1,0.162,0.21,0.000123,0.137,0.912,175.815
You,La Cream,0.593,0.955,8,-8.367,1,0.0322,2.15e-05,0.661,0.31,0.355,138.978
Rhythm Of Love - Original Radio Edit,DJ Sequenza,0.565,0.966,11,-5.038,1,0.0337,0.00226,0.00653,0.285,0.716,141.967
Fly High,Me & My,0.49,0.808,3,-11.702,0,0.036,0.126,0.401,0.185,0.609,138.038
This Is How We Do It,Solid Base,0.785,0.99,3,-3.527,1,0.0317,0.00313,0.0012,0.0863,0.97,137.999
Show me colours,Masterboy,0.632,0.947,11,-6.954,1,0.0438,0.0745,5.16e-05,0.343,0.925,138.004
Naked In The Rain,Infinity,0.615,0.95,0,-4.975,0,0.0493,0.162,6.36e-06,0.179,0.799,136.999
Bla Bla Bla,Gigi D'Agostino,0.816,0.838,11,-8.349,1,0.0823,0.0895,0.481,0.0616,0.964,132.964
Popcorn - Radio Version,Richi M.,0.816,1.0,7,-5.739,0,0.0644,0.03,0.852,0.36,0.542,137.974
Get Me - Radio Edit,Reset,0.664,0.93,7,-4.396,1,0.0341,0.027,0.00196,0.232,0.854,145.383
U Drive Me Crazy,Waldo's People,0.641,0.999,5,-6.396,0,0.0433,0.000618,0.553,0.234,0.305,134.983
Sex On The Phone,E-Rotic,0.59,0.994,8,-8.355,1,0.0724,0.138,0.519,0.0989,0.309,150.066
We’re Going to Ibiza!,Vengaboys,0.786,0.876,1,-4.899,1,0.0362,0.0114,0.000784,0.0796,0.966,103.983
Superhero,Daze,0.567,0.983,5,-5.01,0,0.0427,0.0081,1.21e-05,0.107,0.717,135.041
Yli susta,costee,0.673,0.697,2,-6.556,0,0.0459,0.0559,7.94e-05,0.218,0.162,79.993
Sinä 4ever,Ellinoora,0.59,0.478,7,-8.617,1,0.0329,0.197,0.0,0.393,0.114,115.889
Tuntematon,Haloo Helsinki!,0.62,0.668,1,-7.313,1,0.0319,0.0139,1.42e-05,0.29,0.372,120.006
Parvekkeella,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",0.675,0.7,1,-5.506,0,0.0403,0.152,7.67e-06,0.276,0.5,90.404
Teen Mitä Haluun,"Spekti, Setä Tamu",0.695,0.894,8,-4.824,1,0.138,0.0545,0.0,0.144,0.615,112.023
The Good Life,Hannah Montana,0.483,0.877,7,-5.258,1,0.0824,1.78e-05,8.51e-05,0.118,0.503,156.915
Offline (feat. Ollie),"Arttu Lindeman, Ollie",0.663,0.624,0,-6.732,1,0.139,0.579,0.0,0.18,0.362,91.969
Hei Scully,Kuningas Pähkinä & Setä Tamu,0.736,0.67,4,-5.683,0,0.097,0.00612,0.0,0.105,0.347,103.068
Turvallista sotaa,Vesta,0.608,0.811,11,-6.648,0,0.121,0.00277,0.0107,0.105,0.0364,179.966
Lambada,Sini Sabotage,0.787,0.888,1,-3.633,0,0.151,0.137,0.0,0.058,0.836,127.953
Doupein (feat. Pete Parkkonen),"Bang For The Buck, Pete Parkkonen",0.826,0.803,5,-4.578,0,0.0452,0.0292,4.38e-06,0.166,0.457,124.949
Parasta just nyt,"Robin, Nikke Ankara",0.657,0.927,9,-4.651,0,0.0943,0.0172,0.0,0.116,0.587,145.027
Alpha Omega,Cheek,0.636,0.801,2,-3.169,0,0.103,0.247,0.0,0.194,0.574,84.978
Ylöspäin,TIPPA,0.813,0.729,8,-4.804,1,0.0755,0.304,0.0,0.207,0.757,98.004
Ei Mitään Jiitä,Adi L Hasla,0.806,0.75,5,-5.838,0,0.0682,0.251,0.0,0.209,0.484,127.909
"Me ollaan ne Pt. 2 (feat. Nikke Ankara, Elastinen, JVG, Kube & Pete Parkkonen)","Cheek, Elastinen, JVG, Kube, Nikke Ankara, Pete Parkkonen",0.647,0.894,9,-3.489,0,0.154,0.0892,0.0,0.265,0.599,148.008
Gas Pedal - Remix,"Sage The Gemini, Justin Bieber, Iamsu!",0.799,0.568,1,-7.539,1,0.0574,0.179,0.0,0.112,0.547,97.503
Heaven,"DJ Sammy, D/O",0.565,0.942,8,-6.821,1,0.0518,0.00107,0.000406,0.152,0.568,137.973
Seuraavassa elämässä,Kaija Koo,0.69,0.682,2,-6.121,1,0.0312,0.315,0.0,0.365,0.856,122.006
Eka tääl,costee,0.539,0.74,11,-7.136,1,0.0611,0.0385,5.3e-05,0.129,0.418,76.965
On elämä laina,Erin,0.656,0.595,11,-7.986,1,0.0278,0.205,0.000431,0.345,0.403,114.972
Mehu,TIPPA,0.794,0.791,5,-4.747,0,0.171,0.0826,0.0,0.0646,0.829,94.999
Kalenteris tyhjää,"Mäkki, Ruma",0.73,0.72,10,-5.532,0,0.273,0.385,0.0,0.107,0.849,174.046
Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",0.717,0.73,9,-4.729,0,0.0568,0.383,0.0,0.398,0.792,102.002
Why I'm Single,Alli Simpson,0.638,0.742,2,-4.448,0,0.0335,0.0171,5.89e-06,0.0416,0.235,148.012
Kuka sen opettaa,Kaija Koo,0.621,0.652,0,-5.953,0,0.0278,0.0271,0.0,0.21,0.571,110.007
Take A Picture,Carly Rae Jepsen,0.716,0.688,1,-5.621,0,0.0711,0.00139,0.00291,0.119,0.746,120.021
Jallutyttö,Pää-äijät,0.786,0.878,7,-4.203,1,0.174,0.229,1.48e-06,0.271,0.693,108.147
Kohta sataa,Pete Parkkonen,0.648,0.693,11,-7.018,0,0.114,0.067,0.00401,0.324,0.2,114.106
Veitset,Ellinoora,0.547,0.344,0,-10.64,1,0.0337,0.642,0.0,0.101,0.175,78.42
Judas - DJ White Shadow Remix,"Lady Gaga, DJ White Shadow",0.78,0.473,1,-7.818,1,0.0385,0.00203,0.422,0.0959,0.213,130.998
Who Needs Love,Trippie Redd,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963
Bury Me,View,0.581,0.577,10,-7.8,1,0.0374,0.0361,4.81e-05,0.246,0.15,89.517
fOoL fOr YoU,ZAYN,0.52,0.513,7,-7.208,1,0.0256,0.281,0.0,0.0976,0.17,77.903
everything i wanted,Billie Eilish,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006
Memories,Maroon 5,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019
Don't Start Now,Dua Lipa,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941
Lose You To Love Me,Selena Gomez,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993
Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994
Watermelon Sugar,Harry Styles,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39
Masokisti,ABREU,0.569,0.433,10,-6.789,0,0.0269,0.603,0.0,0.127,0.434,75.006
Teipillä tai rakkaudella,ABREU,0.692,0.571,7,-6.099,0,0.077,0.0492,0.0,0.121,0.437,90.008
ICY GRL,Saweetie,0.927,0.563,7,-5.827,1,0.175,0.0306,0.0,0.0736,0.842,103.312
Torn,Ava Max,0.664,0.831,2,-4.472,0,0.0436,0.111,1.42e-06,0.0596,0.696,125.058
Trendsetter,24kGoldn,0.74,0.583,7,-13.214,0,0.269,0.11,0.0,0.334,0.701,79.497
Immortal,21 Savage,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194
BOP,DaBaby,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77
Suge,DaBaby,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445
Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008
Yellow Hearts,Ant Saunders,0.866,0.399,7,-10.938,1,0.0745,0.117,0.0,0.0689,0.713,129.047
Camelot,NLE Choppa,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046
Follow God,Kanye West,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291
223's (feat. 9lokknine),"YNW Melly, 9lokknine",0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998
Bandit (with YoungBoy Never Broke Again),"Juice WRLD, YoungBoy Never Broke Again",0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051
ROXANNE,Arizona Zervas,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735
Writing on the Wall (feat. Post Malone & Cardi B),"French Montana, Rvssian, Post Malone, Cardi B",0.773,0.836,9,-2.326,0,0.153,0.283,2.1e-05,0.0828,0.497,112.01
Nice To Meet Ya,Niall Horan,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034
Hei rakas,BEHM,0.68,0.411,11,-10.319,0,0.0282,0.43,1.52e-06,0.135,0.251,115.024
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919
Starboy,Sexmane,0.677,0.608,5,-7.018,1,0.0892,0.445,0.0,0.129,0.379,145.009
I Wanna Rock (feat. Gunna),"G-Eazy, Gunna",0.772,0.847,10,-3.789,0,0.0929,0.00718,0.0,0.156,0.704,100.013
hot girl bummer,blackbear,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989
SILTI,NCO,0.913,0.451,0,-10.753,1,0.373,0.598,1.98e-05,0.0866,0.882,99.999
Veitola,"NCO, ibe",0.684,0.454,11,-10.52,0,0.234,0.409,0.00276,0.114,0.524,161.959
Sweettalk my Heart,Tove Lo,0.79,0.684,6,-4.372,1,0.0525,0.0825,0.0,0.106,0.236,110.984
Lights Up,Harry Styles,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939
What Dreams Are Made Of,Trisha Paytas,0.735,0.795,1,-6.107,0,0.0894,0.13,0.0,0.546,0.714,132.007
Poikien vessa (feat. costee),"Mouhous, costee",0.674,0.788,0,-4.48,1,0.0505,0.0343,0.0,0.168,0.545,132.031
Lonely,Noah Cyrus,0.594,0.26,5,-9.062,1,0.0601,0.779,0.0,0.0924,0.303,84.648
you were good to me,"Jeremy Zucker, Chelsea Cutler",0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128
Devil Eyes,Hippie Sabotage,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112
All Time Low,Jon Bellion,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246
Pull Up,Luh Kel,0.803,0.569,1,-6.366,1,0.0705,0.0957,0.0,0.0976,0.26,95.009
Like a Rodeo,Kane Brown,0.67,0.661,3,-6.798,0,0.0466,0.704,0.0,0.217,0.425,119.985
How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask The Slump God),"DJ Scheme, Danny Towers, Lil Yachty, Ski Mask The Slump God",0.949,0.425,5,-7.393,1,0.224,0.0295,0.0,0.106,0.621,124.927
Hey Julie! (feat. Lil Yachty),"KYLE, Lil Yachty",0.801,0.505,11,-5.829,1,0.293,0.0446,9.52e-06,0.122,0.757,161.059
The Box,Roddy Ricch,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971
Luota Muhun,ibe,0.754,0.384,1,-11.04,1,0.0917,0.264,0.000814,0.118,0.842,167.089
Futsal Shuffle 2020,Lil Uzi Vert,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97
Falling,Trevor Daniel,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085
OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott, Young Thug",0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864
On Somebody,Ava Max,0.698,0.742,5,-4.169,0,0.0541,0.0164,3.39e-06,0.158,0.767,137.844
Mama,Sexmane,0.722,0.576,11,-8.077,0,0.0473,0.447,0.0,0.313,0.339,97.54
2naamaa,Sexmane,0.642,0.466,9,-11.283,1,0.23,0.2,0.0,0.104,0.186,163.766
Case 19 (feat. 6ix9ine),"Jasiah, 6ix9ine",0.864,0.729,2,-4.621,1,0.275,0.00908,0.0,0.105,0.285,101.991
Marco de BIH,"Sexmane, Ege Zulu",0.744,0.448,10,-7.685,0,0.433,0.295,0.0,0.0767,0.924,89.358
Juicy,"Doja Cat, Tyga",0.786,0.652,0,-2.607,1,0.0669,0.102,0.0,0.0697,0.483,170.031
Yummy,Justin Bieber,0.687,0.514,9,-6.612,0,0.0897,0.366,0.0,0.116,0.494,145.921
Blinding Lights,The Weeknd,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017
Adore You,Harry Styles,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048
Suicidal,YNW Melly,0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004
My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046
No Idea,Don Toliver,0.651,0.631,6,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,127.994
Watermelon Sugar,Harry Styles,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39
She's So Nice,Pink Guy,0.828,0.577,6,-7.656,0,0.158,0.599,0.0,0.0814,0.587,86.339
One Call Away,Shaaye,0.779,0.538,8,-7.222,1,0.0654,0.367,0.0138,0.137,0.136,139.962
Fake ID,"Riton, Kah-Lo",0.746,0.862,8,-6.11,1,0.0776,0.21,0.0363,0.225,0.604,122.011
Bands,Comethazine,0.834,0.457,10,-10.775,1,0.572,0.21,0.0,0.0641,0.533,158.008
Top for a Pancake,3NIGMA,0.885,0.536,1,-9.235,1,0.295,0.00963,0.0396,0.112,0.143,75.006
SUGAR,BROCKHAMPTON,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973
Say So,Doja Cat,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962
,,0.727,0.401,9,-6.696,1,0.0657,0.309,0.0,0.0572,0.793,91.999
Guillotine,Death Grips,0.561,0.64,11,-5.042,0,0.287,0.0678,0.000387,0.148,0.196,78.464
Opeta mut elämään,costee,0.584,0.678,1,-8.226,0,0.0476,0.198,3.05e-05,0.13,0.477,80.541
Satuta mua kunnolla,costee,0.468,0.429,11,-9.064,1,0.0348,0.069,3.28e-06,0.265,0.254,130.03
Kunnes kuollaan,costee,0.759,0.764,0,-7.289,0,0.0328,0.29,0.0187,0.109,0.174,105.026
Eka tääl,costee,0.527,0.764,11,-6.868,1,0.075,0.0878,2.74e-05,0.147,0.466,77.024
Y U Gotta B Like That,Audrey Mika,0.732,0.413,9,-6.353,1,0.0702,0.287,0.0,0.0565,0.761,92.066
Hungry Hippo,Tierra Whack,0.893,0.61,4,-5.691,0,0.0488,0.0227,0.00744,0.102,0.778,136.64
Pretty Face,King Staccz,0.958,0.636,11,-7.069,0,0.168,0.164,0.0,0.107,0.47,130.031
Take Your Man,Mahogany Lox,0.934,0.658,0,-8.052,1,0.108,0.411,0.000738,0.0809,0.344,110.015
STUPID (feat. Yung Baby Tate),"Ashnikko, Yung Baby Tate",0.772,0.637,2,-6.881,1,0.114,0.00459,0.0,0.0778,0.54,149.906
Back Up (feat. Big Sean),"DeJ Loaf, Big Sean",0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012
Baby I'm Yours,"Breakbot, Irfane",0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05
Personal,HRVY,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969
U Was At The Club (Bottoms Up),The Boyboy West Coast,0.845,0.791,3,-3.674,1,0.161,0.0186,0.107,0.0957,0.843,117.987
Hellcat,Weiland,0.649,0.579,6,-10.942,1,0.214,0.136,0.00112,0.109,0.345,158.599
Weekdays,Ori,0.471,0.394,5,-9.398,1,0.158,0.548,3.16e-06,0.0995,0.341,97.403
Forget Me Thots,Yung Gravy,0.887,0.737,6,-6.489,0,0.16,0.243,4.11e-05,0.109,0.685,104.924
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,0.728,0.62,2,-7.533,1,0.0434,0.038,0.0,0.342,0.885,81.998
Dissolve,Absofacto,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486
Kung Fu,Cordae,0.876,0.608,8,-6.019,1,0.109,0.0227,1.16e-05,0.107,0.258,124.983
Ooh Ahh (My Life Be Like) (feat. Toby Mac),"Grits, TobyMac",0.757,0.862,2,-3.519,1,0.0695,0.114,0.000192,0.285,0.823,99.021
Just Did a Bad Thing,Bill Wurtz,0.754,0.526,1,-12.96,1,0.0435,0.00261,0.466,0.113,0.716,117.051
Oh Nanana - Remix,"dj 6rb, Bonde R300, xang, mayklove",0.729,0.842,1,-2.997,1,0.261,0.0597,3.06e-06,0.319,0.574,64.808
Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],Getter Jaani,0.659,0.936,2,-3.519,1,0.0606,0.283,0.0207,0.192,0.884,161.983
Geek'd (feat. Lil Baby),"Bhad Bhabie, Lil Baby",0.855,0.562,9,-7.099,0,0.299,0.485,7.89e-06,0.112,0.193,164.053
who dat boi,"bbno$, lentra, So Loki",0.828,0.518,1,-8.809,1,0.316,0.148,5.45e-05,0.666,0.819,86.141
Pretty Brown Eyes,Cody Simpson,0.653,0.737,1,-5.446,1,0.0388,0.0181,0.0,0.136,0.763,99.033
Mia Khalifa,iLOVEFRiDAY,0.812,0.525,1,-8.798,1,0.124,0.255,0.0,0.325,0.564,145.016
Big And Chunky,will.i.am,0.963,0.8,6,-6.803,0,0.0964,0.139,0.000458,0.107,0.838,119.947
All In,ZaeHD & CEO,0.894,0.394,1,-8.791,1,0.406,0.000681,0.0,0.237,0.471,141.041
Act My Age,One Direction,0.495,0.883,6,-4.722,1,0.0402,0.00287,2.26e-05,0.0978,0.642,135.899
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,"SHAUN, Conor Maynard, Sam Feldt",0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943
Huncho Show,Huncho,0.909,0.265,1,-15.557,1,0.518,0.101,0.0,0.0522,0.924,145.108
"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",Owl City,0.638,0.831,11,-6.812,0,0.081,0.0263,0.0,0.0491,0.388,127.975
Buttercup,Jack Stauber,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046
1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,0.79,0.768,6,-5.638,1,0.284,0.148,0.000947,0.126,0.691,80.029
Shake It,Metro Station,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034
Good Girls Bad Guys,Falling In Reverse,0.474,0.948,3,-2.592,1,0.122,0.0223,0.0,0.43,0.611,146.46
Jumpshot,Dawin,0.912,0.628,6,-3.869,0,0.0802,0.212,0.0,0.0294,0.828,97.039
Lemon (feat. Drake) - Drake Remix,"N.E.R.D, Rihanna, Drake",0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992
Gm Say It Back,Killua the Pilgrim,0.689,0.405,8,-12.525,1,0.171,0.733,4.8e-05,0.54,0.423,77.54
same squad,P-Lo,0.918,0.419,7,-9.129,0,0.104,0.0146,4.67e-06,0.195,0.756,96.036
Blueberry faygo,"Yung Anime, Lil Mozart",0.83,0.4,0,-11.032,1,0.0614,0.0224,7.39e-06,0.107,0.302,99.012
Blueberry Faygo !,Eternal Flames,0.834,0.408,0,-10.362,1,0.0612,0.0209,1.39e-06,0.107,0.302,99.005
Tia Tamera (feat. Rico Nasty),"Doja Cat, Rico Nasty",0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884
Cyber Sex,Doja Cat,0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03
Won't Bite,"Doja Cat, Smino",0.807,0.783,5,-3.115,1,0.0965,0.351,0.0,0.14,0.592,127.996
Rules,Doja Cat,0.664,0.724,7,-5.457,1,0.116,0.171,0.0,0.13,0.697,144.052
Like That (feat. Gucci Mane),"Doja Cat, Gucci Mane",0.879,0.499,4,-6.027,0,0.18,0.24,0.0,0.0967,0.405,106.043
Talk Dirty,Doja Cat,0.603,0.743,1,-5.583,1,0.122,0.271,0.000226,0.104,0.402,168.005
Addiction,Doja Cat,0.775,0.708,7,-6.073,1,0.166,0.00979,0.000517,0.128,0.549,90.006
Streets,Doja Cat,0.749,0.463,11,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028
Shine,Doja Cat,0.567,0.629,11,-6.075,0,0.241,0.421,0.0,0.102,0.289,112.087
Better Than Me,Doja Cat,0.674,0.758,1,-5.379,1,0.0378,0.284,3.42e-05,0.116,0.525,129.946
Breezeblocks,alt-J,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
Cocaine Drip,Handsome Luke,0.675,0.719,7,-3.978,1,0.0364,0.00359,9.41e-05,0.0934,0.431,159.943
Falling,Sophia Annello,0.635,0.86,0,-6.152,1,0.0325,0.479,0.0,0.209,0.585,78.045
Watch You Leave,Brayden,0.672,0.536,1,-6.998,1,0.0442,0.149,5.21e-05,0.0884,0.25,79.992
The Grave,Jeff Kush,0.79,0.478,7,-10.472,1,0.352,0.0229,0.0525,0.444,0.373,139.963
Peppa Pig (Prod. Y2K),Leyla Blue,0.832,0.322,4,-9.545,0,0.458,0.223,2.44e-05,0.609,0.359,128.853
Beachboy,McCafferty,0.431,0.962,4,-7.216,1,0.182,0.0413,0.000211,0.124,0.75,179.683
Loving Is Easy,"Rex Orange County, Benny Sings",0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023
Love Me,Ness The Kid,0.793,0.744,6,-8.211,1,0.0568,0.154,3.43e-05,0.122,0.487,100.025
Cheat Codes for Hoes,"Shotgun Willy, TRAQULA",0.715,0.55,10,-10.293,0,0.425,0.651,0.000292,0.172,0.824,116.669
Sin City,Chrishan,0.886,0.225,4,-11.437,1,0.457,0.676,0.0,0.0938,0.387,120.1
